Ноутбук Dell Inspiron 5570 (55Fi58S2R5M-WPS),от 17 900 грн. ,Тип - Ноутбук Тип процессора - 7200U Частота - 2.5-3.1 ГГц Диагональ экрана - 15.6 дюйм. Разрешение экрана - 1920x1080 пикс.,https://price.ua/dell/dell_inspiron_5570_55fi58s2r5m-wps/catc839t14m4028652.html,https:/images/preload.gif
Ноутбук Xiaomi Mi Notebook Lite 15.6 Intel Core i3 4/128Gb,от 11 499 грн. ,"Тип - Ноутбук Тип процессора - Intel Core i3-8130U Частота - 2,2 - 3,4 ГГц Диагональ экрана - 15.6 дюйм. Разрешение экрана - 1920x1080 пикс.",https://price.ua/xiaomi/xiaomi_mi_notebook_lite_15_6_intel_core_i3_4_128gb/catc839t14m3894065.html,https:/images/preload.gif
Ноутбук ASUS ZenBook UX410UA (UX410UA-GV190T),от 17 649 грн. ,"Тип - Ультрабук Тип процессора - Intel Core i7-7500U Частота - 2,7-3,5 ГГц Диагональ экрана - 14 дюйм. Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_zenbook_ux410ua_ux410ua-gv190t/catc839t14m3523756.html,https:/images/preload.gif
Ноутбук HP ProBook 430 G6 (4SP82AV_V5),от 13 299 грн. ,Тип - Нетбук Тип процессора - Core i3 8145U Частота - 2.1 - 3.9 ГГц ГГц Диагональ экрана - 13.3 дюйм. Разрешение экрана - 1920x1080 пикс.,https://price.ua/hp/hp_probook_430_g6_4sp82av_v5/catc839t14m4120874.html,https:/images/preload.gif
Ноутбук Lenovo Yoga 730-13IKB (81CT001QUS),от 17 099 грн. ,"Тип - Ультрабук Тип процессора - Intel Core i5-8250U Частота - 1,6-3,4 ГГц Диагональ экрана - 13.3 дюйм. Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_yoga_730-13ikb_81ct001qus/catc839t14m3712931.html,https:/images/preload.gif
Ноутбук Xiaomi Mi Notebook Air 13 i5 8G MX150 (JYU4063GL),19 999 грн. ,Тип - Ноутбук Тип процессора - 8250U Диагональ экрана - 13.3 дюйм. Разрешение экрана - 1920x1080 пикс. Объем видеопамяти - 2048 Мб,https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6ODp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InIiO2k6MDtzOjE6InQiO2k6NDtzOjE6InAiO2k6NDtzOjE6InkiO2k6MDtzOjE6ZjA5ZWRhNzAwOTViZWNiMTg4YzNhMWQwIm0iO2k6MjtzOjE6ImYiO2k6MjtzOjE6ImUiO2k6NTt9czoxOiJ5IjtzOjEwOiI1MTE1OTEwODg1IjtzOjE6ImMiO2k6MTtzOjM6ImNqcyI7aToxO30%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE01FQRA),от 11 999 грн. ,"Тип - Ноутбук Тип процессора - Intel Core i3-7020U Частота - 2,3 ГГц Диагональ экрана - 15.6 дюйм. Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de01fqra/catc839t14m3710598.html,https:/images/preload.gif
Ноутбук ASUS Transformer Pro T304UA (T304UA-DS71T),18 799 грн. ,"Тип - Ультрабук Тип процессора - Intel Core i7-7500U Частота - 2,7-3,5 ГГц Диагональ экрана - 12.5 дюйм. Разрешение экрана - 2160x1440 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6ODp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InIiO2k6MDtzOjE6InQiO2k6NDtzOjE6InAiO2k6NDtzOjE6InkiO2k6MDtzOjE6s09rqn70095orpo188p3n1q01s5n0780Im0iO2k6MjtzOjE6ImYiO2k6MjtzOjE6ImUiO2k6NTt9czoxOiJ5IjtzOjEwOiI1MDg0NjcyODIxIjtzOjE6ImMiO2k6MTtzOjM6ImNqcyI7aToxO30%3D,https:/images/preload.gif
Ноутбук HP 250 G7 (6MQ28EA),от 10 061 грн. ,Тип - Ноутбук Тип процессора - 7020U Частота - 2.3 ГГц Диагональ экрана - 15.6 дюйм. Разрешение экрана - 1920x1080 пикс.,https://price.ua/hp/hp_250_g7_6mq28ea/catc839t14m4047567.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15 (81DE01VQRA),16 799 грн. ,"Тип - Ноутбук Тип процессора - Intel Core i7-8550U Частота - 1,8-4,0 ГГц Диагональ экрана - 15.6 дюйм. Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6ODp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InIiO2k6MDtzOjE6InQiO2k6NDtzOjE6InAiO2k6NDtzOjE6InkiO2k6MDtzOjE6e6fb4117914daa55ed919cd923bed4deIm0iO2k6MjtzOjE6ImYiO2k6MjtzOjE6ImUiO2k6NTt9czoxOiJ5IjtzOjEwOiI1MTEwMDU1OTI1IjtzOjE6ImMiO2k6MTtzOjM6ImNqcyI7aToxO30%3D,https:/images/preload.gif
